,prod_est,coverage,type,year,month,concept,value_usd,status
845,Trade Balance of Goods of Mexico,National,Not applicable,2015,11,Total Trade Balance Exports Total - Imports Total CIF,-2409.8184,Final Figures
846,Trade Balance of Goods of Mexico,National,Exports,2015,12,Total Exports,31142.075,Final Figures
847,Trade Balance of Goods of Mexico,National,Exports,2015,12,Petroleum,1182.134,Final Figures
848,Trade Balance of Goods of Mexico,National,Exports,2015,12,Crude Oil,865.16,Final Figures
849,Trade Balance of Goods of Mexico,National,Exports,2015,12,Other Oil,316.974,Final Figures
850,Trade Balance of Goods of Mexico,National,Exports,2015,12,Non Petroleum,29959.941,Final Figures
851,Trade Balance of Goods of Mexico,National,Exports,2015,12,Agrarian,1270.319,Final Figures
852,Trade Balance of Goods of Mexico,National,Exports,2015,12,Extractive,383.148,Final Figures
853,Trade Balance of Goods of Mexico,National,Exports,2015,12,Manufacturing,28306.474,Final Figures
854,Trade Balance of Goods of Mexico,National,Imports,2015,12,Total Imports,31889.184,Final Figures
855,Trade Balance of Goods of Mexico,National,Imports,2015,12,Freight and insurance of imports,795.4373,Final Figures
856,Trade Balance of Goods of Mexico,National,Imports,2015,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32684.6213,Final Figures
857,Trade Balance of Goods of Mexico,National,Imports,2015,12,Petroleum,2674.278,Final Figures
858,Trade Balance of Goods of Mexico,National,Imports,2015,12,Non Petroleum,29214.907,Final Figures
859,Trade Balance of Goods of Mexico,National,Imports,2015,12,Consumer Goods,4832.124,Final Figures
860,Trade Balance of Goods of Mexico,National,Imports,2015,12,Intermediate Goods,23539.016,Final Figures
861,Trade Balance of Goods of Mexico,National,Imports,2015,12,Capital Goods,3518.045,Final Figures
862,Trade Balance of Goods of Mexico,National,Not applicable,2015,12,Total Trade Balance Exports Total - Imports Total,-747.109,Final Figures
863,Trade Balance of Goods of Mexico,National,Not applicable,2015,12,Total Trade Balance Exports Total - Imports Total CIF,-1542.5463,Final Figures
864,Trade Balance of Goods of Mexico,National,Exports,2016,1,Total Exports,24687.865,Final Figures
865,Trade Balance of Goods of Mexico,National,Exports,2016,1,Petroleum,1074.508,Final Figures
866,Trade Balance of Goods of Mexico,National,Exports,2016,1,Crude Oil,829.748,Final Figures
867,Trade Balance of Goods of Mexico,National,Exports,2016,1,Other Oil,244.76,Final Figures
868,Trade Balance of Goods of Mexico,National,Exports,2016,1,Non Petroleum,23613.357,Final Figures
869,Trade Balance of Goods of Mexico,National,Exports,2016,1,Agrarian,1242.513,Final Figures
870,Trade Balance of Goods of Mexico,National,Exports,2016,1,Extractive,267.004,Final Figures
871,Trade Balance of Goods of Mexico,National,Exports,2016,1,Manufacturing,22103.84,Final Figures
872,Trade Balance of Goods of Mexico,National,Imports,2016,1,Total Imports,27979.044,Final Figures
873,Trade Balance of Goods of Mexico,National,Imports,2016,1,Freight and insurance of imports,753.169,Final Figures
874,Trade Balance of Goods of Mexico,National,Imports,2016,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),28732.213,Final Figures
875,Trade Balance of Goods of Mexico,National,Imports,2016,1,Petroleum,2115.848,Final Figures
876,Trade Balance of Goods of Mexico,National,Imports,2016,1,Non Petroleum,25863.195,Final Figures
877,Trade Balance of Goods of Mexico,National,Imports,2016,1,Consumer Goods,3884.605,Final Figures
878,Trade Balance of Goods of Mexico,National,Imports,2016,1,Intermediate Goods,21105.322,Final Figures
879,Trade Balance of Goods of Mexico,National,Imports,2016,1,Capital Goods,2989.117,Final Figures
880,Trade Balance of Goods of Mexico,National,Not applicable,2016,1,Total Trade Balance Exports Total - Imports Total,-3291.179,Final Figures
881,Trade Balance of Goods of Mexico,National,Not applicable,2016,1,Total Trade Balance Exports Total - Imports Total CIF,-4044.348,Final Figures
882,Trade Balance of Goods of Mexico,National,Exports,2016,2,Total Exports,28967.0,Final Figures
883,Trade Balance of Goods of Mexico,National,Exports,2016,2,Petroleum,1127.535,Final Figures
884,Trade Balance of Goods of Mexico,National,Exports,2016,2,Crude Oil,881.103,Final Figures
885,Trade Balance of Goods of Mexico,National,Exports,2016,2,Other Oil,246.432,Final Figures
886,Trade Balance of Goods of Mexico,National,Exports,2016,2,Non Petroleum,27839.465,Final Figures
887,Trade Balance of Goods of Mexico,National,Exports,2016,2,Agrarian,1468.254,Final Figures
888,Trade Balance of Goods of Mexico,National,Exports,2016,2,Extractive,228.871,Final Figures
889,Trade Balance of Goods of Mexico,National,Exports,2016,2,Manufacturing,26142.34,Final Figures
890,Trade Balance of Goods of Mexico,National,Imports,2016,2,Total Imports,29751.151,Final Figures
891,Trade Balance of Goods of Mexico,National,Imports,2016,2,Freight and insurance of imports,789.4004,Final Figures
892,Trade Balance of Goods of Mexico,National,Imports,2016,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),30540.5514,Final Figures
893,Trade Balance of Goods of Mexico,National,Imports,2016,2,Petroleum,1848.522,Final Figures
894,Trade Balance of Goods of Mexico,National,Imports,2016,2,Non Petroleum,27902.629,Final Figures
895,Trade Balance of Goods of Mexico,National,Imports,2016,2,Consumer Goods,3846.2,Final Figures
896,Trade Balance of Goods of Mexico,National,Imports,2016,2,Intermediate Goods,22998.4,Final Figures
897,Trade Balance of Goods of Mexico,National,Imports,2016,2,Capital Goods,2906.551,Final Figures
898,Trade Balance of Goods of Mexico,National,Not applicable,2016,2,Total Trade Balance Exports Total - Imports Total,-784.151,Final Figures
899,Trade Balance of Goods of Mexico,National,Not applicable,2016,2,Total Trade Balance Exports Total - Imports Total CIF,-1573.5514,Final Figures
900,Trade Balance of Goods of Mexico,National,Exports,2016,3,Total Exports,31493.61,Final Figures
901,Trade Balance of Goods of Mexico,National,Exports,2016,3,Petroleum,1275.511,Final Figures
902,Trade Balance of Goods of Mexico,National,Exports,2016,3,Crude Oil,969.317,Final Figures
903,Trade Balance of Goods of Mexico,National,Exports,2016,3,Other Oil,306.194,Final Figures
904,Trade Balance of Goods of Mexico,National,Exports,2016,3,Non Petroleum,30218.099,Final Figures
905,Trade Balance of Goods of Mexico,National,Exports,2016,3,Agrarian,1522.72,Final Figures
906,Trade Balance of Goods of Mexico,National,Exports,2016,3,Extractive,425.256,Final Figures
907,Trade Balance of Goods of Mexico,National,Exports,2016,3,Manufacturing,28270.123,Final Figures
908,Trade Balance of Goods of Mexico,National,Imports,2016,3,Total Imports,31408.485,Final Figures
909,Trade Balance of Goods of Mexico,National,Imports,2016,3,Freight and insurance of imports,807.2104,Final Figures
910,Trade Balance of Goods of Mexico,National,Imports,2016,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32215.6954,Final Figures
911,Trade Balance of Goods of Mexico,National,Imports,2016,3,Petroleum,2039.444,Final Figures
912,Trade Balance of Goods of Mexico,National,Imports,2016,3,Non Petroleum,29369.041,Final Figures
913,Trade Balance of Goods of Mexico,National,Imports,2016,3,Consumer Goods,3991.798,Final Figures
914,Trade Balance of Goods of Mexico,National,Imports,2016,3,Intermediate Goods,24421.883,Final Figures
915,Trade Balance of Goods of Mexico,National,Imports,2016,3,Capital Goods,2994.804,Final Figures
916,Trade Balance of Goods of Mexico,National,Not applicable,2016,3,Total Trade Balance Exports Total - Imports Total,85.125,Final Figures
917,Trade Balance of Goods of Mexico,National,Not applicable,2016,3,Total Trade Balance Exports Total - Imports Total CIF,-722.085399999999,Final Figures
918,Trade Balance of Goods of Mexico,National,Exports,2016,4,Total Exports,30387.276,Final Figures
919,Trade Balance of Goods of Mexico,National,Exports,2016,4,Petroleum,1325.95,Final Figures
920,Trade Balance of Goods of Mexico,National,Exports,2016,4,Crude Oil,1046.712,Final Figures
921,Trade Balance of Goods of Mexico,National,Exports,2016,4,Other Oil,279.239,Final Figures
922,Trade Balance of Goods of Mexico,National,Exports,2016,4,Non Petroleum,29061.325,Final Figures
923,Trade Balance of Goods of Mexico,National,Exports,2016,4,Agrarian,1327.16,Final Figures
924,Trade Balance of Goods of Mexico,National,Exports,2016,4,Extractive,332.211,Final Figures
925,Trade Balance of Goods of Mexico,National,Exports,2016,4,Manufacturing,27401.955,Final Figures
926,Trade Balance of Goods of Mexico,National,Imports,2016,4,Total Imports,32497.219,Final Figures
927,Trade Balance of Goods of Mexico,National,Imports,2016,4,Freight and insurance of imports,882.8934,Final Figures
928,Trade Balance of Goods of Mexico,National,Imports,2016,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33380.1124,Final Figures
929,Trade Balance of Goods of Mexico,National,Imports,2016,4,Petroleum,2487.25,Final Figures
930,Trade Balance of Goods of Mexico,National,Imports,2016,4,Non Petroleum,30009.969,Final Figures
931,Trade Balance of Goods of Mexico,National,Imports,2016,4,Consumer Goods,4181.348,Final Figures
932,Trade Balance of Goods of Mexico,National,Imports,2016,4,Intermediate Goods,25173.726,Final Figures
933,Trade Balance of Goods of Mexico,National,Imports,2016,4,Capital Goods,3142.145,Final Figures
934,Trade Balance of Goods of Mexico,National,Not applicable,2016,4,Total Trade Balance Exports Total - Imports Total,-2109.943,Final Figures
935,Trade Balance of Goods of Mexico,National,Not applicable,2016,4,Total Trade Balance Exports Total - Imports Total CIF,-2992.8364,Final Figures
936,Trade Balance of Goods of Mexico,National,Exports,2016,5,Total Exports,31410.821,Final Figures
937,Trade Balance of Goods of Mexico,National,Exports,2016,5,Petroleum,1689.567,Final Figures
938,Trade Balance of Goods of Mexico,National,Exports,2016,5,Crude Oil,1391.218,Final Figures
939,Trade Balance of Goods of Mexico,National,Exports,2016,5,Other Oil,298.349,Final Figures
940,Trade Balance of Goods of Mexico,National,Exports,2016,5,Non Petroleum,29721.254,Final Figures
941,Trade Balance of Goods of Mexico,National,Exports,2016,5,Agrarian,1341.562,Final Figures
942,Trade Balance of Goods of Mexico,National,Exports,2016,5,Extractive,245.833,Final Figures
943,Trade Balance of Goods of Mexico,National,Exports,2016,5,Manufacturing,28133.86,Final Figures
944,Trade Balance of Goods of Mexico,National,Imports,2016,5,Total Imports,31854.21,Final Figures
945,Trade Balance of Goods of Mexico,National,Imports,2016,5,Freight and insurance of imports,842.8649,Final Figures
946,Trade Balance of Goods of Mexico,National,Imports,2016,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32697.0749,Final Figures
947,Trade Balance of Goods of Mexico,National,Imports,2016,5,Petroleum,2394.981,Final Figures
948,Trade Balance of Goods of Mexico,National,Imports,2016,5,Non Petroleum,29459.229,Final Figures
949,Trade Balance of Goods of Mexico,National,Imports,2016,5,Consumer Goods,4166.433,Final Figures
950,Trade Balance of Goods of Mexico,National,Imports,2016,5,Intermediate Goods,24527.593,Final Figures
951,Trade Balance of Goods of Mexico,National,Imports,2016,5,Capital Goods,3160.184,Final Figures
952,Trade Balance of Goods of Mexico,National,Not applicable,2016,5,Total Trade Balance Exports Total - Imports Total,-443.389,Final Figures
953,Trade Balance of Goods of Mexico,National,Not applicable,2016,5,Total Trade Balance Exports Total - Imports Total CIF,-1286.2539,Final Figures
954,Trade Balance of Goods of Mexico,National,Exports,2016,6,Total Exports,31949.905,Final Figures
955,Trade Balance of Goods of Mexico,National,Exports,2016,6,Petroleum,1611.923,Final Figures
956,Trade Balance of Goods of Mexico,National,Exports,2016,6,Crude Oil,1319.364,Final Figures
957,Trade Balance of Goods of Mexico,National,Exports,2016,6,Other Oil,292.559,Final Figures
958,Trade Balance of Goods of Mexico,National,Exports,2016,6,Non Petroleum,30337.981,Final Figures
959,Trade Balance of Goods of Mexico,National,Exports,2016,6,Agrarian,1145.777,Final Figures
960,Trade Balance of Goods of Mexico,National,Exports,2016,6,Extractive,393.631,Final Figures
961,Trade Balance of Goods of Mexico,National,Exports,2016,6,Manufacturing,28798.573,Final Figures
962,Trade Balance of Goods of Mexico,National,Imports,2016,6,Total Imports,32467.942,Final Figures
963,Trade Balance of Goods of Mexico,National,Imports,2016,6,Freight and insurance of imports,872.7518,Final Figures
964,Trade Balance of Goods of Mexico,National,Imports,2016,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33340.6938,Final Figures
965,Trade Balance of Goods of Mexico,National,Imports,2016,6,Petroleum,2592.014,Final Figures
966,Trade Balance of Goods of Mexico,National,Imports,2016,6,Non Petroleum,29875.928,Final Figures
967,Trade Balance of Goods of Mexico,National,Imports,2016,6,Consumer Goods,4159.195,Final Figures
968,Trade Balance of Goods of Mexico,National,Imports,2016,6,Intermediate Goods,24741.279,Final Figures
969,Trade Balance of Goods of Mexico,National,Imports,2016,6,Capital Goods,3567.467,Final Figures
970,Trade Balance of Goods of Mexico,National,Not applicable,2016,6,Total Trade Balance Exports Total - Imports Total,-518.037,Final Figures
971,Trade Balance of Goods of Mexico,National,Not applicable,2016,6,Total Trade Balance Exports Total - Imports Total CIF,-1390.7888,Final Figures
972,Trade Balance of Goods of Mexico,National,Exports,2016,7,Total Exports,29773.01,Final Figures
973,Trade Balance of Goods of Mexico,National,Exports,2016,7,Petroleum,1617.648,Final Figures
974,Trade Balance of Goods of Mexico,National,Exports,2016,7,Crude Oil,1376.792,Final Figures
975,Trade Balance of Goods of Mexico,National,Exports,2016,7,Other Oil,240.856,Final Figures
976,Trade Balance of Goods of Mexico,National,Exports,2016,7,Non Petroleum,28155.362,Final Figures
977,Trade Balance of Goods of Mexico,National,Exports,2016,7,Agrarian,910.517,Final Figures
978,Trade Balance of Goods of Mexico,National,Exports,2016,7,Extractive,373.628,Final Figures
979,Trade Balance of Goods of Mexico,National,Exports,2016,7,Manufacturing,26871.217,Final Figures
980,Trade Balance of Goods of Mexico,National,Imports,2016,7,Total Imports,31599.262,Final Figures
981,Trade Balance of Goods of Mexico,National,Imports,2016,7,Freight and insurance of imports,855.4981,Final Figures
982,Trade Balance of Goods of Mexico,National,Imports,2016,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32454.7601,Final Figures
983,Trade Balance of Goods of Mexico,National,Imports,2016,7,Petroleum,2996.868,Final Figures
984,Trade Balance of Goods of Mexico,National,Imports,2016,7,Non Petroleum,28602.394,Final Figures
985,Trade Balance of Goods of Mexico,National,Imports,2016,7,Consumer Goods,4333.743,Final Figures
986,Trade Balance of Goods of Mexico,National,Imports,2016,7,Intermediate Goods,23969.287,Final Figures
987,Trade Balance of Goods of Mexico,National,Imports,2016,7,Capital Goods,3296.232,Final Figures
988,Trade Balance of Goods of Mexico,National,Not applicable,2016,7,Total Trade Balance Exports Total - Imports Total,-1826.252,Final Figures
