,prod_est,coverage,type,year,month,concept,value_usd,status
173,Trade Balance of Goods of Mexico,National,Imports,2021,10,Petroleum,4678.442,Adjusted Figures
174,Trade Balance of Goods of Mexico,National,Imports,2021,10,Non Petroleum,39979.684,Adjusted Figures
175,Trade Balance of Goods of Mexico,National,Imports,2021,10,Consumer Goods,5801.423,Adjusted Figures
176,Trade Balance of Goods of Mexico,National,Imports,2021,10,Intermediate Goods,35318.807,Adjusted Figures
177,Trade Balance of Goods of Mexico,National,Imports,2021,10,Capital Goods,3537.897,Adjusted Figures
178,Trade Balance of Goods of Mexico,National,Not applicable,2021,10,Total Trade Balance Exports Total - Imports Total,-2799.348,Adjusted Figures
179,Trade Balance of Goods of Mexico,National,Not applicable,2021,10,Total Trade Balance Exports Total - Imports Total CIF,-4289.4916,Adjusted Figures
180,Trade Balance of Goods of Mexico,National,Exports,2021,11,Total Exports,45676.662,Adjusted Figures
181,Trade Balance of Goods of Mexico,National,Exports,2021,11,Petroleum,2789.029,Adjusted Figures
182,Trade Balance of Goods of Mexico,National,Exports,2021,11,Crude Oil,2309.975,Adjusted Figures
183,Trade Balance of Goods of Mexico,National,Exports,2021,11,Other Oil,479.054,Adjusted Figures
184,Trade Balance of Goods of Mexico,National,Exports,2021,11,Non Petroleum,42887.632,Adjusted Figures
185,Trade Balance of Goods of Mexico,National,Exports,2021,11,Agrarian,1898.989,Adjusted Figures
186,Trade Balance of Goods of Mexico,National,Exports,2021,11,Extractive,754.373,Adjusted Figures
187,Trade Balance of Goods of Mexico,National,Exports,2021,11,Manufacturing,40234.27,Adjusted Figures
188,Trade Balance of Goods of Mexico,National,Imports,2021,11,Total Imports,45698.67,Adjusted Figures
189,Trade Balance of Goods of Mexico,National,Imports,2021,11,Freight and insurance of imports,1544.4975,Adjusted Figures
190,Trade Balance of Goods of Mexico,National,Imports,2021,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),47243.1675,Adjusted Figures
191,Trade Balance of Goods of Mexico,National,Imports,2021,11,Petroleum,4614.012,Adjusted Figures
192,Trade Balance of Goods of Mexico,National,Imports,2021,11,Non Petroleum,41084.658,Adjusted Figures
193,Trade Balance of Goods of Mexico,National,Imports,2021,11,Consumer Goods,5947.158,Adjusted Figures
194,Trade Balance of Goods of Mexico,National,Imports,2021,11,Intermediate Goods,35868.769,Adjusted Figures
195,Trade Balance of Goods of Mexico,National,Imports,2021,11,Capital Goods,3882.743,Adjusted Figures
196,Trade Balance of Goods of Mexico,National,Not applicable,2021,11,Total Trade Balance Exports Total - Imports Total,-22.008,Adjusted Figures
197,Trade Balance of Goods of Mexico,National,Not applicable,2021,11,Total Trade Balance Exports Total - Imports Total CIF,-1566.5055,Adjusted Figures
198,Trade Balance of Goods of Mexico,National,Exports,2021,12,Total Exports,47866.48,Adjusted Figures
199,Trade Balance of Goods of Mexico,National,Exports,2021,12,Petroleum,2951.698,Adjusted Figures
200,Trade Balance of Goods of Mexico,National,Exports,2021,12,Crude Oil,2322.5,Adjusted Figures
201,Trade Balance of Goods of Mexico,National,Exports,2021,12,Other Oil,629.198,Adjusted Figures
202,Trade Balance of Goods of Mexico,National,Exports,2021,12,Non Petroleum,44914.781,Adjusted Figures
203,Trade Balance of Goods of Mexico,National,Exports,2021,12,Agrarian,1886.539,Adjusted Figures
204,Trade Balance of Goods of Mexico,National,Exports,2021,12,Extractive,799.112,Adjusted Figures
205,Trade Balance of Goods of Mexico,National,Exports,2021,12,Manufacturing,42229.131,Adjusted Figures
206,Trade Balance of Goods of Mexico,National,Imports,2021,12,Total Imports,47102.458,Adjusted Figures
207,Trade Balance of Goods of Mexico,National,Imports,2021,12,Freight and insurance of imports,1560.9137,Adjusted Figures
208,Trade Balance of Goods of Mexico,National,Imports,2021,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),48663.3717,Adjusted Figures
209,Trade Balance of Goods of Mexico,National,Imports,2021,12,Petroleum,5285.353,Adjusted Figures
210,Trade Balance of Goods of Mexico,National,Imports,2021,12,Non Petroleum,41817.105,Adjusted Figures
211,Trade Balance of Goods of Mexico,National,Imports,2021,12,Consumer Goods,6171.527,Adjusted Figures
212,Trade Balance of Goods of Mexico,National,Imports,2021,12,Intermediate Goods,36916.069,Adjusted Figures
213,Trade Balance of Goods of Mexico,National,Imports,2021,12,Capital Goods,4014.861,Adjusted Figures
214,Trade Balance of Goods of Mexico,National,Not applicable,2021,12,Total Trade Balance Exports Total - Imports Total,764.022,Adjusted Figures
215,Trade Balance of Goods of Mexico,National,Not applicable,2021,12,Total Trade Balance Exports Total - Imports Total CIF,-796.8917,Adjusted Figures
0,Trade Balance of Goods of Mexico,National,Exports,2022,1,Total Exports,33923.041,Final Figures
1,Trade Balance of Goods of Mexico,National,Exports,2022,1,Petroleum,2491.027,Final Figures
2,Trade Balance of Goods of Mexico,National,Exports,2022,1,Crude Oil,2022.813,Final Figures
3,Trade Balance of Goods of Mexico,National,Exports,2022,1,Other Oil,468.214,Final Figures
4,Trade Balance of Goods of Mexico,National,Exports,2022,1,Non Petroleum,31432.014,Final Figures
5,Trade Balance of Goods of Mexico,National,Exports,2022,1,Agrarian,1748.111,Final Figures
6,Trade Balance of Goods of Mexico,National,Exports,2022,1,Extractive,597.741,Final Figures
7,Trade Balance of Goods of Mexico,National,Exports,2022,1,Manufacturing,29086.162,Final Figures
8,Trade Balance of Goods of Mexico,National,Imports,2022,1,Total Imports,40185.365,Final Figures
9,Trade Balance of Goods of Mexico,National,Imports,2022,1,Freight and insurance of imports,1527.7083,Final Figures
10,Trade Balance of Goods of Mexico,National,Imports,2022,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),41713.0733,Final Figures
11,Trade Balance of Goods of Mexico,National,Imports,2022,1,Petroleum,4601.434,Final Figures
12,Trade Balance of Goods of Mexico,National,Imports,2022,1,Non Petroleum,35583.931,Final Figures
13,Trade Balance of Goods of Mexico,National,Imports,2022,1,Consumer Goods,5408.306,Final Figures
14,Trade Balance of Goods of Mexico,National,Imports,2022,1,Intermediate Goods,31340.621,Final Figures
15,Trade Balance of Goods of Mexico,National,Imports,2022,1,Capital Goods,3436.437,Final Figures
16,Trade Balance of Goods of Mexico,National,Not applicable,2022,1,Total Trade Balance Exports Total - Imports Total,-6262.324,Final Figures
17,Trade Balance of Goods of Mexico,National,Not applicable,2022,1,Total Trade Balance Exports Total - Imports Total CIF,-7790.0323,Final Figures
18,Trade Balance of Goods of Mexico,National,Exports,2022,2,Total Exports,46288.481,Final Figures
19,Trade Balance of Goods of Mexico,National,Exports,2022,2,Petroleum,2828.801,Final Figures
20,Trade Balance of Goods of Mexico,National,Exports,2022,2,Crude Oil,2272.994,Final Figures
21,Trade Balance of Goods of Mexico,National,Exports,2022,2,Other Oil,555.807,Final Figures
22,Trade Balance of Goods of Mexico,National,Exports,2022,2,Non Petroleum,43459.681,Final Figures
23,Trade Balance of Goods of Mexico,National,Exports,2022,2,Agrarian,1917.736,Final Figures
24,Trade Balance of Goods of Mexico,National,Exports,2022,2,Extractive,908.645,Final Figures
25,Trade Balance of Goods of Mexico,National,Exports,2022,2,Manufacturing,40633.3,Final Figures
26,Trade Balance of Goods of Mexico,National,Imports,2022,2,Total Imports,44953.077,Final Figures
27,Trade Balance of Goods of Mexico,National,Imports,2022,2,Freight and insurance of imports,1600.334,Final Figures
28,Trade Balance of Goods of Mexico,National,Imports,2022,2,Total Imports CIF (Total Imports + Freight and Insurance of Imports),46553.411,Final Figures
29,Trade Balance of Goods of Mexico,National,Imports,2022,2,Petroleum,4323.996,Final Figures
30,Trade Balance of Goods of Mexico,National,Imports,2022,2,Non Petroleum,40629.081,Final Figures
31,Trade Balance of Goods of Mexico,National,Imports,2022,2,Consumer Goods,5418.705,Final Figures
32,Trade Balance of Goods of Mexico,National,Imports,2022,2,Intermediate Goods,36283.338,Final Figures
33,Trade Balance of Goods of Mexico,National,Imports,2022,2,Capital Goods,3251.034,Final Figures
34,Trade Balance of Goods of Mexico,National,Not applicable,2022,2,Total Trade Balance Exports Total - Imports Total,1335.404,Final Figures
35,Trade Balance of Goods of Mexico,National,Not applicable,2022,2,Total Trade Balance Exports Total - Imports Total CIF,-264.93,Final Figures
36,Trade Balance of Goods of Mexico,National,Exports,2022,3,Total Exports,51948.842,Final Figures
37,Trade Balance of Goods of Mexico,National,Exports,2022,3,Petroleum,3568.784,Final Figures
38,Trade Balance of Goods of Mexico,National,Exports,2022,3,Crude Oil,2814.637,Final Figures
39,Trade Balance of Goods of Mexico,National,Exports,2022,3,Other Oil,754.147,Final Figures
40,Trade Balance of Goods of Mexico,National,Exports,2022,3,Non Petroleum,48380.058,Final Figures
41,Trade Balance of Goods of Mexico,National,Exports,2022,3,Agrarian,2248.866,Final Figures
42,Trade Balance of Goods of Mexico,National,Exports,2022,3,Extractive,918.31,Final Figures
43,Trade Balance of Goods of Mexico,National,Exports,2022,3,Manufacturing,45212.882,Final Figures
44,Trade Balance of Goods of Mexico,National,Imports,2022,3,Total Imports,51801.683,Final Figures
45,Trade Balance of Goods of Mexico,National,Imports,2022,3,Freight and insurance of imports,1856.0387,Final Figures
46,Trade Balance of Goods of Mexico,National,Imports,2022,3,Total Imports CIF (Total Imports + Freight and Insurance of Imports),53657.7217,Final Figures
47,Trade Balance of Goods of Mexico,National,Imports,2022,3,Petroleum,5673.106,Final Figures
48,Trade Balance of Goods of Mexico,National,Imports,2022,3,Non Petroleum,46128.577,Final Figures
49,Trade Balance of Goods of Mexico,National,Imports,2022,3,Consumer Goods,6765.069,Final Figures
50,Trade Balance of Goods of Mexico,National,Imports,2022,3,Intermediate Goods,40997.412,Final Figures
51,Trade Balance of Goods of Mexico,National,Imports,2022,3,Capital Goods,4039.202,Final Figures
52,Trade Balance of Goods of Mexico,National,Not applicable,2022,3,Total Trade Balance Exports Total - Imports Total,147.159,Final Figures
53,Trade Balance of Goods of Mexico,National,Not applicable,2022,3,Total Trade Balance Exports Total - Imports Total CIF,-1708.8797,Final Figures
54,Trade Balance of Goods of Mexico,National,Exports,2022,4,Total Exports,47580.499,Final Figures
55,Trade Balance of Goods of Mexico,National,Exports,2022,4,Petroleum,3894.135,Final Figures
56,Trade Balance of Goods of Mexico,National,Exports,2022,4,Crude Oil,3191.885,Final Figures
57,Trade Balance of Goods of Mexico,National,Exports,2022,4,Other Oil,702.249,Final Figures
58,Trade Balance of Goods of Mexico,National,Exports,2022,4,Non Petroleum,43686.365,Final Figures
59,Trade Balance of Goods of Mexico,National,Exports,2022,4,Agrarian,2099.481,Final Figures
60,Trade Balance of Goods of Mexico,National,Exports,2022,4,Extractive,728.69,Final Figures
61,Trade Balance of Goods of Mexico,National,Exports,2022,4,Manufacturing,40858.194,Final Figures
62,Trade Balance of Goods of Mexico,National,Imports,2022,4,Total Imports,49363.532,Final Figures
63,Trade Balance of Goods of Mexico,National,Imports,2022,4,Freight and insurance of imports,1755.1115,Final Figures
64,Trade Balance of Goods of Mexico,National,Imports,2022,4,Total Imports CIF (Total Imports + Freight and Insurance of Imports),51118.6435,Final Figures
65,Trade Balance of Goods of Mexico,National,Imports,2022,4,Petroleum,6148.302,Final Figures
66,Trade Balance of Goods of Mexico,National,Imports,2022,4,Non Petroleum,43215.23,Final Figures
67,Trade Balance of Goods of Mexico,National,Imports,2022,4,Consumer Goods,6389.549,Final Figures
68,Trade Balance of Goods of Mexico,National,Imports,2022,4,Intermediate Goods,39225.958,Final Figures
69,Trade Balance of Goods of Mexico,National,Imports,2022,4,Capital Goods,3748.026,Final Figures
70,Trade Balance of Goods of Mexico,National,Not applicable,2022,4,Total Trade Balance Exports Total - Imports Total,-1783.033,Final Figures
71,Trade Balance of Goods of Mexico,National,Not applicable,2022,4,Total Trade Balance Exports Total - Imports Total CIF,-3538.1445,Final Figures
72,Trade Balance of Goods of Mexico,National,Exports,2022,5,Total Exports,49964.769,Final Figures
73,Trade Balance of Goods of Mexico,National,Exports,2022,5,Petroleum,3798.408,Final Figures
74,Trade Balance of Goods of Mexico,National,Exports,2022,5,Crude Oil,3181.046,Final Figures
75,Trade Balance of Goods of Mexico,National,Exports,2022,5,Other Oil,617.363,Final Figures
76,Trade Balance of Goods of Mexico,National,Exports,2022,5,Non Petroleum,46166.361,Final Figures
77,Trade Balance of Goods of Mexico,National,Exports,2022,5,Agrarian,2031.917,Final Figures
78,Trade Balance of Goods of Mexico,National,Exports,2022,5,Extractive,783.368,Final Figures
79,Trade Balance of Goods of Mexico,National,Exports,2022,5,Manufacturing,43351.076,Final Figures
80,Trade Balance of Goods of Mexico,National,Imports,2022,5,Total Imports,52220.452,Final Figures
81,Trade Balance of Goods of Mexico,National,Imports,2022,5,Freight and insurance of imports,1852.5361,Final Figures
82,Trade Balance of Goods of Mexico,National,Imports,2022,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),54072.9881,Final Figures
83,Trade Balance of Goods of Mexico,National,Imports,2022,5,Petroleum,6995.297,Final Figures
84,Trade Balance of Goods of Mexico,National,Imports,2022,5,Non Petroleum,45225.155,Final Figures
85,Trade Balance of Goods of Mexico,National,Imports,2022,5,Consumer Goods,6724.243,Final Figures
86,Trade Balance of Goods of Mexico,National,Imports,2022,5,Intermediate Goods,41466.58,Final Figures
87,Trade Balance of Goods of Mexico,National,Imports,2022,5,Capital Goods,4029.629,Final Figures
88,Trade Balance of Goods of Mexico,National,Not applicable,2022,5,Total Trade Balance Exports Total - Imports Total,-2255.683,Final Figures
89,Trade Balance of Goods of Mexico,National,Not applicable,2022,5,Total Trade Balance Exports Total - Imports Total CIF,-4108.2191,Final Figures
90,Trade Balance of Goods of Mexico,National,Exports,2022,6,Total Exports,51220.139,Final Figures
91,Trade Balance of Goods of Mexico,National,Exports,2022,6,Petroleum,4006.1,Final Figures
92,Trade Balance of Goods of Mexico,National,Exports,2022,6,Crude Oil,3334.879,Final Figures
93,Trade Balance of Goods of Mexico,National,Exports,2022,6,Other Oil,671.221,Final Figures
94,Trade Balance of Goods of Mexico,National,Exports,2022,6,Non Petroleum,47214.039,Final Figures
95,Trade Balance of Goods of Mexico,National,Exports,2022,6,Agrarian,1774.842,Final Figures
96,Trade Balance of Goods of Mexico,National,Exports,2022,6,Extractive,638.609,Final Figures
97,Trade Balance of Goods of Mexico,National,Exports,2022,6,Manufacturing,44800.588,Final Figures
98,Trade Balance of Goods of Mexico,National,Imports,2022,6,Total Imports,55191.302,Final Figures
99,Trade Balance of Goods of Mexico,National,Imports,2022,6,Freight and insurance of imports,1998.0111,Final Figures
100,Trade Balance of Goods of Mexico,National,Imports,2022,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),57189.3131,Final Figures
101,Trade Balance of Goods of Mexico,National,Imports,2022,6,Petroleum,8765.851,Final Figures
102,Trade Balance of Goods of Mexico,National,Imports,2022,6,Non Petroleum,46425.452,Final Figures
103,Trade Balance of Goods of Mexico,National,Imports,2022,6,Consumer Goods,7977.768,Final Figures
104,Trade Balance of Goods of Mexico,National,Imports,2022,6,Intermediate Goods,43204.036,Final Figures
105,Trade Balance of Goods of Mexico,National,Imports,2022,6,Capital Goods,4009.498,Final Figures
106,Trade Balance of Goods of Mexico,National,Not applicable,2022,6,Total Trade Balance Exports Total - Imports Total,-3971.163,Final Figures
107,Trade Balance of Goods of Mexico,National,Not applicable,2022,6,Total Trade Balance Exports Total - Imports Total CIF,-5969.1741,Final Figures
108,Trade Balance of Goods of Mexico,National,Exports,2022,7,Total Exports,46216.526,Final Figures
109,Trade Balance of Goods of Mexico,National,Exports,2022,7,Petroleum,3817.606,Final Figures
110,Trade Balance of Goods of Mexico,National,Exports,2022,7,Crude Oil,3166.436,Final Figures
111,Trade Balance of Goods of Mexico,National,Exports,2022,7,Other Oil,651.17,Final Figures
112,Trade Balance of Goods of Mexico,National,Exports,2022,7,Non Petroleum,42398.92,Final Figures
113,Trade Balance of Goods of Mexico,National,Exports,2022,7,Agrarian,1411.432,Final Figures
114,Trade Balance of Goods of Mexico,National,Exports,2022,7,Extractive,797.747,Final Figures
115,Trade Balance of Goods of Mexico,National,Exports,2022,7,Manufacturing,40189.741,Final Figures
116,Trade Balance of Goods of Mexico,National,Imports,2022,7,Total Imports,52463.962,Final Figures
117,Trade Balance of Goods of Mexico,National,Imports,2022,7,Freight and insurance of imports,1926.1875,Final Figures
118,Trade Balance of Goods of Mexico,National,Imports,2022,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),54390.1495,Final Figures
119,Trade Balance of Goods of Mexico,National,Imports,2022,7,Petroleum,8181.493,Final Figures
120,Trade Balance of Goods of Mexico,National,Imports,2022,7,Non Petroleum,44282.47,Final Figures
121,Trade Balance of Goods of Mexico,National,Imports,2022,7,Consumer Goods,7543.58,Final Figures
122,Trade Balance of Goods of Mexico,National,Imports,2022,7,Intermediate Goods,41032.179,Final Figures
123,Trade Balance of Goods of Mexico,National,Imports,2022,7,Capital Goods,3888.203,Final Figures
124,Trade Balance of Goods of Mexico,National,Not applicable,2022,7,Total Trade Balance Exports Total - Imports Total,-6247.436,Final Figures
125,Trade Balance of Goods of Mexico,National,Not applicable,2022,7,Total Trade Balance Exports Total - Imports Total CIF,-8173.6235,Final Figures
126,Trade Balance of Goods of Mexico,National,Exports,2022,8,Total Exports,50464.229,Final Figures
127,Trade Balance of Goods of Mexico,National,Exports,2022,8,Petroleum,3189.779,Final Figures
128,Trade Balance of Goods of Mexico,National,Exports,2022,8,Crude Oil,2492.701,Final Figures
129,Trade Balance of Goods of Mexico,National,Exports,2022,8,Other Oil,697.078,Final Figures
130,Trade Balance of Goods of Mexico,National,Exports,2022,8,Non Petroleum,47274.45,Final Figures
131,Trade Balance of Goods of Mexico,National,Exports,2022,8,Agrarian,1388.928,Final Figures
132,Trade Balance of Goods of Mexico,National,Exports,2022,8,Extractive,687.705,Final Figures
133,Trade Balance of Goods of Mexico,National,Exports,2022,8,Manufacturing,45197.817,Final Figures
134,Trade Balance of Goods of Mexico,National,Imports,2022,8,Total Imports,56168.196,Final Figures
135,Trade Balance of Goods of Mexico,National,Imports,2022,8,Freight and insurance of imports,2062.3692,Final Figures
136,Trade Balance of Goods of Mexico,National,Imports,2022,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),58230.5652,Final Figures
137,Trade Balance of Goods of Mexico,National,Imports,2022,8,Petroleum,7584.636,Final Figures
138,Trade Balance of Goods of Mexico,National,Imports,2022,8,Non Petroleum,48583.56,Final Figures
139,Trade Balance of Goods of Mexico,National,Imports,2022,8,Consumer Goods,7682.88,Final Figures
140,Trade Balance of Goods of Mexico,National,Imports,2022,8,Intermediate Goods,44082.138,Final Figures
141,Trade Balance of Goods of Mexico,National,Imports,2022,8,Capital Goods,4403.177,Final Figures
142,Trade Balance of Goods of Mexico,National,Not applicable,2022,8,Total Trade Balance Exports Total - Imports Total,-5703.967,Final Figures
143,Trade Balance of Goods of Mexico,National,Not applicable,2022,8,Total Trade Balance Exports Total - Imports Total CIF,-7766.3362,Final Figures
144,Trade Balance of Goods of Mexico,National,Exports,2022,9,Total Exports,52323.438,Final Figures
145,Trade Balance of Goods of Mexico,National,Exports,2022,9,Petroleum,3281.359,Final Figures
146,Trade Balance of Goods of Mexico,National,Exports,2022,9,Crude Oil,2589.282,Final Figures
147,Trade Balance of Goods of Mexico,National,Exports,2022,9,Other Oil,692.078,Final Figures
148,Trade Balance of Goods of Mexico,National,Exports,2022,9,Non Petroleum,49042.079,Final Figures
149,Trade Balance of Goods of Mexico,National,Exports,2022,9,Agrarian,1199.124,Final Figures
150,Trade Balance of Goods of Mexico,National,Exports,2022,9,Extractive,614.893,Final Figures
151,Trade Balance of Goods of Mexico,National,Exports,2022,9,Manufacturing,47228.062,Final Figures
152,Trade Balance of Goods of Mexico,National,Imports,2022,9,Total Imports,53233.431,Final Figures
153,Trade Balance of Goods of Mexico,National,Imports,2022,9,Freight and insurance of imports,1901.6638,Final Figures
154,Trade Balance of Goods of Mexico,National,Imports,2022,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),55135.0948,Final Figures
155,Trade Balance of Goods of Mexico,National,Imports,2022,9,Petroleum,6864.605,Final Figures
156,Trade Balance of Goods of Mexico,National,Imports,2022,9,Non Petroleum,46368.826,Final Figures
157,Trade Balance of Goods of Mexico,National,Imports,2022,9,Consumer Goods,7360.525,Final Figures
158,Trade Balance of Goods of Mexico,National,Imports,2022,9,Intermediate Goods,41701.166,Final Figures
159,Trade Balance of Goods of Mexico,National,Imports,2022,9,Capital Goods,4171.74,Final Figures
160,Trade Balance of Goods of Mexico,National,Not applicable,2022,9,Total Trade Balance Exports Total - Imports Total,-909.993,Final Figures
161,Trade Balance of Goods of Mexico,National,Not applicable,2022,9,Total Trade Balance Exports Total - Imports Total CIF,-2811.6568,Final Figures
162,Trade Balance of Goods of Mexico,National,Exports,2022,10,Total Exports,49199.06,Final Figures
163,Trade Balance of Goods of Mexico,National,Exports,2022,10,Petroleum,2800.125,Final Figures
164,Trade Balance of Goods of Mexico,National,Exports,2022,10,Crude Oil,2394.275,Final Figures
165,Trade Balance of Goods of Mexico,National,Exports,2022,10,Other Oil,405.849,Final Figures
166,Trade Balance of Goods of Mexico,National,Exports,2022,10,Non Petroleum,46398.935,Final Figures
167,Trade Balance of Goods of Mexico,National,Exports,2022,10,Agrarian,1523.525,Final Figures
168,Trade Balance of Goods of Mexico,National,Exports,2022,10,Extractive,812.654,Final Figures
169,Trade Balance of Goods of Mexico,National,Exports,2022,10,Manufacturing,44062.757,Final Figures
170,Trade Balance of Goods of Mexico,National,Imports,2022,10,Total Imports,51287.15,Final Figures
171,Trade Balance of Goods of Mexico,National,Imports,2022,10,Freight and insurance of imports,1824.9117,Final Figures
172,Trade Balance of Goods of Mexico,National,Imports,2022,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),53112.0617,Final Figures
173,Trade Balance of Goods of Mexico,National,Imports,2022,10,Petroleum,5310.209,Final Figures
174,Trade Balance of Goods of Mexico,National,Imports,2022,10,Non Petroleum,45976.941,Final Figures
175,Trade Balance of Goods of Mexico,National,Imports,2022,10,Consumer Goods,6630.353,Final Figures
176,Trade Balance of Goods of Mexico,National,Imports,2022,10,Intermediate Goods,40352.132,Final Figures
177,Trade Balance of Goods of Mexico,National,Imports,2022,10,Capital Goods,4304.664,Final Figures
178,Trade Balance of Goods of Mexico,National,Not applicable,2022,10,Total Trade Balance Exports Total - Imports Total,-2088.09,Final Figures
179,Trade Balance of Goods of Mexico,National,Not applicable,2022,10,Total Trade Balance Exports Total - Imports Total CIF,-3913.0017,Final Figures
180,Trade Balance of Goods of Mexico,National,Exports,2022,11,Total Exports,49284.376,Final Figures
181,Trade Balance of Goods of Mexico,National,Exports,2022,11,Petroleum,2451.784,Final Figures
182,Trade Balance of Goods of Mexico,National,Exports,2022,11,Crude Oil,2182.115,Final Figures
183,Trade Balance of Goods of Mexico,National,Exports,2022,11,Other Oil,269.67,Final Figures
184,Trade Balance of Goods of Mexico,National,Exports,2022,11,Non Petroleum,46832.591,Final Figures
185,Trade Balance of Goods of Mexico,National,Exports,2022,11,Agrarian,1783.762,Final Figures
186,Trade Balance of Goods of Mexico,National,Exports,2022,11,Extractive,768.561,Final Figures
187,Trade Balance of Goods of Mexico,National,Exports,2022,11,Manufacturing,44280.268,Final Figures
188,Trade Balance of Goods of Mexico,National,Imports,2022,11,Total Imports,49407.417,Final Figures
189,Trade Balance of Goods of Mexico,National,Imports,2022,11,Freight and insurance of imports,1684.0282,Final Figures
190,Trade Balance of Goods of Mexico,National,Imports,2022,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),51091.4452,Final Figures
191,Trade Balance of Goods of Mexico,National,Imports,2022,11,Petroleum,4580.265,Final Figures
192,Trade Balance of Goods of Mexico,National,Imports,2022,11,Non Petroleum,44827.153,Final Figures
193,Trade Balance of Goods of Mexico,National,Imports,2022,11,Consumer Goods,6254.992,Final Figures
194,Trade Balance of Goods of Mexico,National,Imports,2022,11,Intermediate Goods,38777.812,Final Figures
195,Trade Balance of Goods of Mexico,National,Imports,2022,11,Capital Goods,4374.613,Final Figures
196,Trade Balance of Goods of Mexico,National,Not applicable,2022,11,Total Trade Balance Exports Total - Imports Total,-123.041,Final Figures
197,Trade Balance of Goods of Mexico,National,Not applicable,2022,11,Total Trade Balance Exports Total - Imports Total CIF,-1807.0692,Final Figures
198,Trade Balance of Goods of Mexico,National,Exports,2022,12,Total Exports,49321.996,Final Figures
199,Trade Balance of Goods of Mexico,National,Exports,2022,12,Petroleum,2844.41,Final Figures
200,Trade Balance of Goods of Mexico,National,Exports,2022,12,Crude Oil,1982.203,Final Figures
201,Trade Balance of Goods of Mexico,National,Exports,2022,12,Other Oil,862.208,Final Figures
202,Trade Balance of Goods of Mexico,National,Exports,2022,12,Non Petroleum,46477.585,Final Figures
203,Trade Balance of Goods of Mexico,National,Exports,2022,12,Agrarian,2063.904,Final Figures
204,Trade Balance of Goods of Mexico,National,Exports,2022,12,Extractive,892.937,Final Figures
205,Trade Balance of Goods of Mexico,National,Exports,2022,12,Manufacturing,43520.744,Final Figures
206,Trade Balance of Goods of Mexico,National,Imports,2022,12,Total Imports,48339.024,Final Figures
207,Trade Balance of Goods of Mexico,National,Imports,2022,12,Freight and insurance of imports,1720.7249,Final Figures
208,Trade Balance of Goods of Mexico,National,Imports,2022,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),50059.7489,Final Figures
209,Trade Balance of Goods of Mexico,National,Imports,2022,12,Petroleum,5085.255,Final Figures
210,Trade Balance of Goods of Mexico,National,Imports,2022,12,Non Petroleum,43253.769,Final Figures
211,Trade Balance of Goods of Mexico,National,Imports,2022,12,Consumer Goods,6111.18,Final Figures
212,Trade Balance of Goods of Mexico,National,Imports,2022,12,Intermediate Goods,37681.448,Final Figures
213,Trade Balance of Goods of Mexico,National,Imports,2022,12,Capital Goods,4546.395,Final Figures
214,Trade Balance of Goods of Mexico,National,Not applicable,2022,12,Total Trade Balance Exports Total - Imports Total,982.972,Final Figures
215,Trade Balance of Goods of Mexico,National,Not applicable,2022,12,Total Trade Balance Exports Total - Imports Total CIF,-737.7528,Final Figures
0,Trade Balance of Goods of Mexico,National,Exports,2023,1,Total Exports,42609.734,Revised Figures
1,Trade Balance of Goods of Mexico,National,Exports,2023,1,Petroleum,2715.928,Revised Figures
2,Trade Balance of Goods of Mexico,National,Exports,2023,1,Crude Oil,2089.954,Revised Figures
3,Trade Balance of Goods of Mexico,National,Exports,2023,1,Other Oil,625.974,Revised Figures
4,Trade Balance of Goods of Mexico,National,Exports,2023,1,Non Petroleum,39893.806,Revised Figures
5,Trade Balance of Goods of Mexico,National,Exports,2023,1,Agrarian,1917.375,Revised Figures
6,Trade Balance of Goods of Mexico,National,Exports,2023,1,Extractive,654.959,Revised Figures
7,Trade Balance of Goods of Mexico,National,Exports,2023,1,Manufacturing,37321.471,Revised Figures
8,Trade Balance of Goods of Mexico,National,Imports,2023,1,Total Imports,46715.744,Revised Figures
9,Trade Balance of Goods of Mexico,National,Imports,2023,1,Freight and insurance of imports,1855.6553,Revised Figures
10,Trade Balance of Goods of Mexico,National,Imports,2023,1,Total Imports CIF (Total Imports + Freight and Insurance of Imports),48571.3993,Revised Figures
11,Trade Balance of Goods of Mexico,National,Imports,2023,1,Petroleum,5550.557,Revised Figures
12,Trade Balance of Goods of Mexico,National,Imports,2023,1,Non Petroleum,41165.187,Revised Figures
13,Trade Balance of Goods of Mexico,National,Imports,2023,1,Consumer Goods,7041.733,Revised Figures
14,Trade Balance of Goods of Mexico,National,Imports,2023,1,Intermediate Goods,35559.924,Revised Figures
15,Trade Balance of Goods of Mexico,National,Imports,2023,1,Capital Goods,4114.087,Revised Figures
