prod_est,coverage,type,year,month,concept,value_usd,status
Trade Balance of Goods of Mexico,National,Not applicable,2013,4,Total Trade Balance Exports Total - Imports Total CIF,-2214.262,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Total Exports,32845.282,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Petroleum,3679.042,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Crude Oil,3148.618,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Other Oil,530.424,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Non Petroleum,29166.24,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Agrarian,1124.141,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Extractive,363.074,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,5,Manufacturing,27679.025,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Total Imports,33305.574,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Freight and insurance of imports,858.977,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34164.551,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Petroleum,3374.257,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Non Petroleum,29931.317,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Consumer Goods,4672.096,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Intermediate Goods,25373.377,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,5,Capital Goods,3260.101,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,5,Total Trade Balance Exports Total - Imports Total,-460.292,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,5,Total Trade Balance Exports Total - Imports Total CIF,-1319.269,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Total Exports,31088.267,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Petroleum,3726.564,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Crude Oil,3199.106,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Other Oil,527.458,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Non Petroleum,27361.703,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Agrarian,890.289,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Extractive,426.212,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,6,Manufacturing,26045.202,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Total Imports,30168.158,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Freight and insurance of imports,767.041,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Total Imports CIF (Total Imports + Freight and Insurance of Imports),30935.199,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Petroleum,3073.041,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Non Petroleum,27095.117,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Consumer Goods,4200.091,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Intermediate Goods,22963.741,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,6,Capital Goods,3004.326,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,6,Total Trade Balance Exports Total - Imports Total,920.109,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,6,Total Trade Balance Exports Total - Imports Total CIF,153.068,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Total Exports,32252.174,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Petroleum,4303.762,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Crude Oil,3786.788,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Other Oil,516.974,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Non Petroleum,27948.412,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Agrarian,717.021,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Extractive,314.901,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,7,Manufacturing,26916.49,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Total Imports,33651.211,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Freight and insurance of imports,859.417,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Total Imports CIF (Total Imports + Freight and Insurance of Imports),34510.628,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Petroleum,3635.166,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Non Petroleum,30016.045,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Consumer Goods,4828.804,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Intermediate Goods,25352.123,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,7,Capital Goods,3470.285,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,7,Total Trade Balance Exports Total - Imports Total,-1399.037,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,7,Total Trade Balance Exports Total - Imports Total CIF,-2258.454,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Total Exports,32677.304,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Petroleum,4174.492,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Crude Oil,3615.722,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Other Oil,558.77,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Non Petroleum,28502.812,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Agrarian,592.894,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Extractive,471.908,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,8,Manufacturing,27438.01,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Total Imports,32902.205,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Freight and insurance of imports,852.897999,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Total Imports CIF (Total Imports + Freight and Insurance of Imports),33755.103,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Petroleum,3701.245,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Non Petroleum,29200.96,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Consumer Goods,4981.58,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Intermediate Goods,24685.083,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,8,Capital Goods,3235.542,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,8,Total Trade Balance Exports Total - Imports Total,-224.901,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,8,Total Trade Balance Exports Total - Imports Total CIF,-1077.799,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Total Exports,31377.763,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Petroleum,4014.648,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Crude Oil,3575.614,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Other Oil,439.034,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Non Petroleum,27363.115,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Agrarian,602.293,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Extractive,390.714,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,9,Manufacturing,26370.108,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Total Imports,30726.402,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Freight and insurance of imports,787.217,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Total Imports CIF (Total Imports + Freight and Insurance of Imports),31513.619,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Petroleum,3108.59,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Non Petroleum,27617.812,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Consumer Goods,4689.924,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Intermediate Goods,23134.013,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,9,Capital Goods,2902.466,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,9,Total Trade Balance Exports Total - Imports Total,651.361,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,9,Total Trade Balance Exports Total - Imports Total CIF,-135.856,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Total Exports,35082.425,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Petroleum,4340.204,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Crude Oil,3512.138,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Other Oil,828.066,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Non Petroleum,30742.221,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Agrarian,846.17,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Extractive,357.491,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,10,Manufacturing,29538.56,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Total Imports,35217.067,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Freight and insurance of imports,902.836,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Total Imports CIF (Total Imports + Freight and Insurance of Imports),36119.903,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Petroleum,3271.853,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Non Petroleum,31945.214,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Consumer Goods,5492.615,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Intermediate Goods,26124.642,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,10,Capital Goods,3599.81,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,10,Total Trade Balance Exports Total - Imports Total,-134.642,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,10,Total Trade Balance Exports Total - Imports Total CIF,-1037.478,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Total Exports,31673.409,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Petroleum,3637.949,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Crude Oil,3223.327,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Other Oil,414.622,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Non Petroleum,28035.46,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Agrarian,992.62,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Extractive,399.698,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,11,Manufacturing,26643.142,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Total Imports,31363.977,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Freight and insurance of imports,780.571,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Total Imports CIF (Total Imports + Freight and Insurance of Imports),32144.548,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Petroleum,2953.549,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Non Petroleum,28410.428,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Consumer Goods,4775.81,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Intermediate Goods,23244.747,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,11,Capital Goods,3343.42,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,11,Total Trade Balance Exports Total - Imports Total,309.432,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,11,Total Trade Balance Exports Total - Imports Total CIF,-471.139,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Total Exports,32061.207,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Petroleum,4373.637,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Crude Oil,3716.439,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Other Oil,657.198,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Non Petroleum,27687.57,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Agrarian,1145.584,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Extractive,509.073,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2013,12,Manufacturing,26032.913,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Total Imports,30441.223,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Freight and insurance of imports,772.535999,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Total Imports CIF (Total Imports + Freight and Insurance of Imports),31213.759,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Petroleum,3032.033,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Non Petroleum,27409.19,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Consumer Goods,4575.136,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Intermediate Goods,22230.521,Final Figures
Trade Balance of Goods of Mexico,National,Imports,2013,12,Capital Goods,3635.566,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,12,Total Trade Balance Exports Total - Imports Total,1619.984,Final Figures
Trade Balance of Goods of Mexico,National,Not applicable,2013,12,Total Trade Balance Exports Total - Imports Total CIF,847.447999,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Total Exports,27052.385,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Petroleum,3827.883,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Crude Oil,3291.522,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Other Oil,536.361,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Non Petroleum,23224.502,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Agrarian,1084.33,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Extractive,361.641,Final Figures
Trade Balance of Goods of Mexico,National,Exports,2014,1,Manufacturing,21778.531,Final Figures
